,Location,Period,Dim1,First Tooltip,No
5616,莱索托,2007,Both sexes,61.27,LS
5617,莱索托,2007,Male,108.0,LS
5618,莱索托,2007,Female,22.43,LS
5619,莱索托,2006,Both sexes,55.36,LS
5620,莱索托,2006,Male,95.65,LS
5621,莱索托,2006,Female,22.12,LS
5622,莱索托,2005,Both sexes,46.74,LS
5623,莱索托,2005,Male,82.73,LS
5624,莱索托,2005,Female,17.24,LS
5625,莱索托,2004,Both sexes,47.06,LS
5626,莱索托,2004,Male,82.2,LS
5627,莱索托,2004,Female,18.01,LS
5628,莱索托,2003,Both sexes,45.68,LS
5629,莱索托,2003,Male,79.13,LS
5630,莱索托,2003,Female,17.91,LS
5631,莱索托,2002,Both sexes,42.55,LS
5632,莱索托,2002,Male,74.57,LS
5633,莱索托,2002,Female,15.93,LS
5634,莱索托,2001,Both sexes,40.41,LS
5635,莱索托,2001,Male,70.42,LS
5636,莱索托,2001,Female,15.36,LS
5637,莱索托,2000,Both sexes,42.6,LS
5638,莱索托,2000,Male,73.87,LS
5639,莱索托,2000,Female,16.0,LS
5640,利比里亚,2019,Both sexes,7.37,LR
5641,利比里亚,2019,Male,9.4,LR
5642,利比里亚,2019,Female,5.5,LR
5643,利比里亚,2018,Both sexes,7.42,LR
5644,利比里亚,2018,Male,9.0,LR
5645,利比里亚,2018,Female,5.94,LR
5646,利比里亚,2017,Both sexes,7.56,LR
5647,利比里亚,2017,Male,9.03,LR
5648,利比里亚,2017,Female,6.19,LR
5649,利比里亚,2016,Both sexes,7.62,LR
5650,利比里亚,2016,Male,9.13,LR
5651,利比里亚,2016,Female,6.22,LR
5652,利比里亚,2015,Both sexes,7.71,LR
5653,利比里亚,2015,Male,9.23,LR
5654,利比里亚,2015,Female,6.29,LR
5655,利比里亚,2014,Both sexes,8.46,LR
5656,利比里亚,2014,Male,10.14,LR
5657,利比里亚,2014,Female,6.93,LR
5658,利比里亚,2013,Both sexes,8.5,LR
5659,利比里亚,2013,Male,10.38,LR
5660,利比里亚,2013,Female,6.76,LR
5661,利比里亚,2012,Both sexes,8.73,LR
5662,利比里亚,2012,Male,10.7,LR
5663,利比里亚,2012,Female,6.92,LR
5664,利比里亚,2011,Both sexes,8.84,LR
5665,利比里亚,2011,Male,10.78,LR
5666,利比里亚,2011,Female,7.08,LR
5667,利比里亚,2010,Both sexes,8.68,LR
5668,利比里亚,2010,Male,10.6,LR
5669,利比里亚,2010,Female,6.92,LR
5670,利比里亚,2009,Both sexes,8.58,LR
5671,利比里亚,2009,Male,10.38,LR
5672,利比里亚,2009,Female,6.91,LR
5673,利比里亚,2008,Both sexes,8.62,LR
5674,利比里亚,2008,Male,10.1,LR
5675,利比里亚,2008,Female,7.25,LR
5676,利比里亚,2007,Both sexes,8.73,LR
5677,利比里亚,2007,Male,10.26,LR
5678,利比里亚,2007,Female,7.3,LR
5679,利比里亚,2006,Both sexes,8.45,LR
5680,利比里亚,2006,Male,10.05,LR
5681,利比里亚,2006,Female,6.96,LR
5682,利比里亚,2005,Both sexes,8.28,LR
5683,利比里亚,2005,Male,9.75,LR
5684,利比里亚,2005,Female,6.9,LR
5685,利比里亚,2004,Both sexes,8.48,LR
5686,利比里亚,2004,Male,9.75,LR
5687,利比里亚,2004,Female,7.26,LR
5688,利比里亚,2003,Both sexes,8.27,LR
5689,利比里亚,2003,Male,9.9,LR
5690,利比里亚,2003,Female,6.71,LR
5691,利比里亚,2002,Both sexes,8.35,LR
5692,利比里亚,2002,Male,10.16,LR
5693,利比里亚,2002,Female,6.64,LR
5694,利比里亚,2001,Both sexes,8.35,LR
5695,利比里亚,2001,Male,10.35,LR
5696,利比里亚,2001,Female,6.45,LR
5697,利比里亚,2000,Both sexes,8.79,LR
5698,利比里亚,2000,Male,10.99,LR
5699,利比里亚,2000,Female,6.7,LR
5700,利比亚,2019,Both sexes,4.49,LY
5701,利比亚,2019,Male,6.11,LY
5702,利比亚,2019,Female,2.9,LY
5703,利比亚,2018,Both sexes,5.7,LY
5704,利比亚,2018,Male,8.06,LY
5705,利比亚,2018,Female,3.34,LY
5706,利比亚,2017,Both sexes,5.48,LY
5707,利比亚,2017,Male,7.73,LY
5708,利比亚,2017,Female,3.22,LY
5709,利比亚,2016,Both sexes,4.95,LY
5710,利比亚,2016,Male,6.86,LY
5711,利比亚,2016,Female,3.04,LY
5712,利比亚,2015,Both sexes,5.48,LY
5713,利比亚,2015,Male,7.82,LY
5714,利比亚,2015,Female,3.14,LY
5715,利比亚,2014,Both sexes,6.06,LY
5716,利比亚,2014,Male,8.87,LY
5717,利比亚,2014,Female,3.22,LY
5718,利比亚,2013,Both sexes,4.78,LY
5719,利比亚,2013,Male,6.42,LY
5720,利比亚,2013,Female,3.11,LY
5721,利比亚,2012,Both sexes,5.55,LY
5722,利比亚,2012,Male,7.72,LY
5723,利比亚,2012,Female,3.34,LY
5724,利比亚,2011,Both sexes,4.98,LY
5725,利比亚,2011,Male,6.72,LY
5726,利比亚,2011,Female,3.21,LY
5727,利比亚,2010,Both sexes,5.44,LY
5728,利比亚,2010,Male,7.24,LY
5729,利比亚,2010,Female,3.58,LY
5730,利比亚,2009,Both sexes,5.65,LY
5731,利比亚,2009,Male,7.37,LY
5732,利比亚,2009,Female,3.86,LY
5733,利比亚,2008,Both sexes,5.41,LY
5734,利比亚,2008,Male,7.3,LY
5735,利比亚,2008,Female,3.43,LY
5736,利比亚,2007,Both sexes,5.11,LY
5737,利比亚,2007,Male,6.88,LY
5738,利比亚,2007,Female,3.25,LY
5739,利比亚,2006,Both sexes,4.48,LY
5740,利比亚,2006,Male,6.26,LY
5741,利比亚,2006,Female,2.59,LY
5742,利比亚,2005,Both sexes,4.58,LY
5743,利比亚,2005,Male,6.44,LY
5744,利比亚,2005,Female,2.6,LY
5745,利比亚,2004,Both sexes,4.67,LY
5746,利比亚,2004,Male,6.57,LY
5747,利比亚,2004,Female,2.62,LY
5748,利比亚,2003,Both sexes,5.34,LY
5749,利比亚,2003,Male,7.61,LY
5750,利比亚,2003,Female,2.9,LY
5751,利比亚,2002,Both sexes,5.48,LY
5752,利比亚,2002,Male,7.67,LY
5753,利比亚,2002,Female,3.1,LY
5754,利比亚,2001,Both sexes,5.4,LY
5755,利比亚,2001,Male,7.41,LY
5756,利比亚,2001,Female,3.21,LY
5757,利比亚,2000,Both sexes,5.3,LY
5758,利比亚,2000,Male,7.11,LY
5759,利比亚,2000,Female,3.32,LY
5760,立陶宛,2019,Both sexes,20.15,LT
5761,立陶宛,2019,Male,36.06,LT
5762,立陶宛,2019,Female,6.18,LT
5763,立陶宛,2018,Both sexes,21.08,LT
5764,立陶宛,2018,Male,37.88,LT
5765,立陶宛,2018,Female,6.33,LT
5766,立陶宛,2017,Both sexes,23.49,LT
5767,立陶宛,2017,Male,41.11,LT
5768,立陶宛,2017,Female,8.07,LT
5769,立陶宛,2016,Both sexes,26.21,LT
5770,立陶宛,2016,Male,48.63,LT
5771,立陶宛,2016,Female,6.61,LT
5772,立陶宛,2015,Both sexes,28.93,LT
5773,立陶宛,2015,Male,51.68,LT
5774,立陶宛,2015,Female,8.93,LT
5775,立陶宛,2014,Both sexes,29.44,LT
5776,立陶宛,2014,Male,53.66,LT
5777,立陶宛,2014,Female,8.15,LT
5778,立陶宛,2013,Both sexes,33.97,LT
5779,立陶宛,2013,Male,60.23,LT
5780,立陶宛,2013,Female,11.0,LT
5781,立陶宛,2012,Both sexes,29.22,LT
5782,立陶宛,2012,Male,52.33,LT
5783,立陶宛,2012,Female,9.0,LT
5784,立陶宛,2011,Both sexes,31.85,LT
5785,立陶宛,2011,Male,56.34,LT
5786,立陶宛,2011,Female,10.53,LT
5787,立陶宛,2010,Both sexes,31.32,LT
5788,立陶宛,2010,Male,56.13,LT
5789,立陶宛,2010,Female,9.62,LT
5790,立陶宛,2009,Both sexes,33.09,LT
5791,立陶宛,2009,Male,60.58,LT
5792,立陶宛,2009,Female,9.25,LT
5793,立陶宛,2008,Both sexes,32.65,LT
5794,立陶宛,2008,Male,59.04,LT
5795,立陶宛,2008,Female,9.39,LT
5796,立陶宛,2007,Both sexes,29.87,LT
5797,立陶宛,2007,Male,54.35,LT
5798,立陶宛,2007,Female,8.49,LT
5799,立陶宛,2006,Both sexes,29.73,LT
5800,立陶宛,2006,Male,53.57,LT
5801,立陶宛,2006,Female,9.24,LT
5802,立陶宛,2005,Both sexes,36.88,LT
5803,立陶宛,2005,Male,66.7,LT
5804,立陶宛,2005,Female,10.88,LT
5805,立陶宛,2004,Both sexes,38.08,LT
5806,立陶宛,2004,Male,67.84,LT
5807,立陶宛,2004,Female,12.3,LT
5808,立陶宛,2003,Both sexes,40.19,LT
5809,立陶宛,2003,Male,72.46,LT
5810,立陶宛,2003,Female,12.22,LT
5811,立陶宛,2002,Both sexes,42.26,LT
5812,立陶宛,2002,Male,78.03,LT
5813,立陶宛,2002,Female,10.72,LT
5814,立陶宛,2001,Both sexes,42.1,LT
5815,立陶宛,2001,Male,75.7,LT
5816,立陶宛,2001,Female,13.04,LT
5817,立陶宛,2000,Both sexes,45.75,LT
5818,立陶宛,2000,Male,80.71,LT
5819,立陶宛,2000,Female,15.31,LT
5820,卢森堡,2019,Both sexes,8.62,LU
5821,卢森堡,2019,Male,11.81,LU
5822,卢森堡,2019,Female,5.43,LU
5823,卢森堡,2018,Both sexes,8.03,LU
5824,卢森堡,2018,Male,11.14,LU
5825,卢森堡,2018,Female,4.93,LU
5826,卢森堡,2017,Both sexes,7.53,LU
5827,卢森堡,2017,Male,10.62,LU
5828,卢森堡,2017,Female,4.45,LU
5829,卢森堡,2016,Both sexes,7.55,LU
5830,卢森堡,2016,Male,10.55,LU
5831,卢森堡,2016,Female,4.61,LU
5832,卢森堡,2015,Both sexes,9.57,LU
5833,卢森堡,2015,Male,13.03,LU
5834,卢森堡,2015,Female,6.19,LU
5835,卢森堡,2014,Both sexes,10.06,LU
5836,卢森堡,2014,Male,12.81,LU
5837,卢森堡,2014,Female,7.36,LU
5838,卢森堡,2013,Both sexes,8.83,LU
5839,卢森堡,2013,Male,12.6,LU
5840,卢森堡,2013,Female,5.08,LU
5841,卢森堡,2012,Both sexes,8.95,LU
5842,卢森堡,2012,Male,12.42,LU
5843,卢森堡,2012,Female,5.48,LU
5844,卢森堡,2011,Both sexes,9.32,LU
5845,卢森堡,2011,Male,13.18,LU
5846,卢森堡,2011,Female,5.55,LU
5847,卢森堡,2010,Both sexes,9.62,LU
5848,卢森堡,2010,Male,14.36,LU
5849,卢森堡,2010,Female,4.87,LU
5850,卢森堡,2009,Both sexes,8.9,LU
5851,卢森堡,2009,Male,12.97,LU
5852,卢森堡,2009,Female,5.05,LU
5853,卢森堡,2008,Both sexes,10.81,LU
5854,卢森堡,2008,Male,15.64,LU
5855,卢森堡,2008,Female,6.24,LU
5856,卢森堡,2007,Both sexes,11.22,LU
5857,卢森堡,2007,Male,16.72,LU
5858,卢森堡,2007,Female,6.24,LU
5859,卢森堡,2006,Both sexes,12.77,LU
5860,卢森堡,2006,Male,20.21,LU
5861,卢森堡,2006,Female,5.95,LU
5862,卢森堡,2005,Both sexes,10.87,LU
5863,卢森堡,2005,Male,17.52,LU
5864,卢森堡,2005,Female,4.97,LU
5865,卢森堡,2004,Both sexes,9.81,LU
5866,卢森堡,2004,Male,16.24,LU
5867,卢森堡,2004,Female,4.19,LU
5868,卢森堡,2003,Both sexes,12.85,LU
5869,卢森堡,2003,Male,18.99,LU
5870,卢森堡,2003,Female,7.51,LU
5871,卢森堡,2002,Both sexes,13.22,LU
5872,卢森堡,2002,Male,21.0,LU
5873,卢森堡,2002,Female,6.15,LU
5874,卢森堡,2001,Both sexes,13.52,LU
5875,卢森堡,2001,Male,20.74,LU
5876,卢森堡,2001,Female,6.99,LU
5877,卢森堡,2000,Both sexes,13.45,LU
5878,卢森堡,2000,Male,20.31,LU
5879,卢森堡,2000,Female,7.08,LU
5880,马达加斯加,2019,Both sexes,9.18,MG
5881,马达加斯加,2019,Male,13.33,MG
5882,马达加斯加,2019,Female,5.42,MG
5883,马达加斯加,2018,Both sexes,9.24,MG
5884,马达加斯加,2018,Male,13.45,MG
5885,马达加斯加,2018,Female,5.43,MG
5886,马达加斯加,2017,Both sexes,9.33,MG
5887,马达加斯加,2017,Male,13.58,MG
5888,马达加斯加,2017,Female,5.47,MG
5889,马达加斯加,2016,Both sexes,9.47,MG
5890,马达加斯加,2016,Male,13.8,MG
5891,马达加斯加,2016,Female,5.53,MG
5892,马达加斯加,2015,Both sexes,9.53,MG
5893,马达加斯加,2015,Male,13.9,MG
5894,马达加斯加,2015,Female,5.55,MG
5895,马达加斯加,2014,Both sexes,9.79,MG
5896,马达加斯加,2014,Male,14.27,MG
5897,马达加斯加,2014,Female,5.7,MG
5898,马达加斯加,2013,Both sexes,9.79,MG
5899,马达加斯加,2013,Male,14.27,MG
5900,马达加斯加,2013,Female,5.69,MG
5901,马达加斯加,2012,Both sexes,9.89,MG
5902,马达加斯加,2012,Male,14.41,MG
5903,马达加斯加,2012,Female,5.73,MG
5904,马达加斯加,2011,Both sexes,10.15,MG
5905,马达加斯加,2011,Male,14.78,MG
5906,马达加斯加,2011,Female,5.87,MG
5907,马达加斯加,2010,Both sexes,10.18,MG
5908,马达加斯加,2010,Male,14.82,MG
5909,马达加斯加,2010,Female,5.88,MG
5910,马达加斯加,2009,Both sexes,10.21,MG
5911,马达加斯加,2009,Male,14.85,MG
5912,马达加斯加,2009,Female,5.87,MG
5913,马达加斯加,2008,Both sexes,10.3,MG
5914,马达加斯加,2008,Male,14.97,MG
5915,马达加斯加,2008,Female,5.91,MG
5916,马达加斯加,2007,Both sexes,10.38,MG
5917,马达加斯加,2007,Male,15.07,MG
5918,马达加斯加,2007,Female,5.95,MG
5919,马达加斯加,2006,Both sexes,10.61,MG
5920,马达加斯加,2006,Male,15.4,MG
5921,马达加斯加,2006,Female,6.07,MG
5922,马达加斯加,2005,Both sexes,10.68,MG
5923,马达加斯加,2005,Male,15.46,MG
5924,马达加斯加,2005,Female,6.12,MG
5925,马达加斯加,2004,Both sexes,10.95,MG
5926,马达加斯加,2004,Male,15.74,MG
5927,马达加斯加,2004,Female,6.34,MG
5928,马达加斯加,2003,Both sexes,10.98,MG
5929,马达加斯加,2003,Male,15.83,MG
5930,马达加斯加,2003,Female,6.3,MG
5931,马达加斯加,2002,Both sexes,10.78,MG
5932,马达加斯加,2002,Male,15.46,MG
5933,马达加斯加,2002,Female,6.23,MG
5934,马达加斯加,2001,Both sexes,10.56,MG
5935,马达加斯加,2001,Male,15.22,MG
5936,马达加斯加,2001,Female,6.02,MG
5937,马达加斯加,2000,Both sexes,10.75,MG
5938,马达加斯加,2000,Male,15.51,MG
5939,马达加斯加,2000,Female,6.1,MG
5940,马拉维,2019,Both sexes,10.58,MW
5941,马拉维,2019,Male,19.99,MW
5942,马拉维,2019,Female,3.3,MW
5943,马拉维,2018,Both sexes,11.04,MW
5944,马拉维,2018,Male,20.82,MW
5945,马拉维,2018,Female,3.48,MW
5946,马拉维,2017,Both sexes,11.67,MW
5947,马拉维,2017,Male,21.86,MW
5948,马拉维,2017,Female,3.79,MW
5949,马拉维,2016,Both sexes,12.25,MW
5950,马拉维,2016,Male,22.84,MW
5951,马拉维,2016,Female,4.03,MW
5952,马拉维,2015,Both sexes,12.59,MW
5953,马拉维,2015,Male,23.39,MW
5954,马拉维,2015,Female,4.23,MW
5955,马拉维,2014,Both sexes,12.77,MW
5956,马拉维,2014,Male,23.62,MW
5957,马拉维,2014,Female,4.34,MW
5958,马拉维,2013,Both sexes,13.04,MW
5959,马拉维,2013,Male,23.95,MW
5960,马拉维,2013,Female,4.56,MW
5961,马拉维,2012,Both sexes,13.7,MW
5962,马拉维,2012,Male,24.72,MW
5963,马拉维,2012,Female,5.15,MW
5964,马拉维,2011,Both sexes,14.59,MW
5965,马拉维,2011,Male,25.75,MW
5966,马拉维,2011,Female,5.99,MW
5967,马拉维,2010,Both sexes,16.03,MW
5968,马拉维,2010,Male,27.75,MW
5969,马拉维,2010,Female,6.97,MW
5970,马拉维,2009,Both sexes,15.87,MW
5971,马拉维,2009,Male,27.27,MW
5972,马拉维,2009,Female,6.98,MW
5973,马拉维,2008,Both sexes,15.23,MW
5974,马拉维,2008,Male,26.19,MW
5975,马拉维,2008,Female,6.68,MW
5976,马拉维,2007,Both sexes,15.37,MW
5977,马拉维,2007,Male,26.57,MW
5978,马拉维,2007,Female,6.58,MW
5979,马拉维,2006,Both sexes,14.83,MW
5980,马拉维,2006,Male,25.94,MW
5981,马拉维,2006,Female,6.1,MW
5982,马拉维,2005,Both sexes,14.32,MW
5983,马拉维,2005,Male,25.42,MW
5984,马拉维,2005,Female,5.58,MW
5985,马拉维,2004,Both sexes,15.04,MW
5986,马拉维,2004,Male,26.31,MW
5987,马拉维,2004,Female,5.93,MW
5988,马拉维,2003,Both sexes,15.67,MW
5989,马拉维,2003,Male,26.94,MW
5990,马拉维,2003,Female,6.4,MW
5991,马拉维,2002,Both sexes,16.54,MW
5992,马拉维,2002,Male,28.06,MW
5993,马拉维,2002,Female,6.91,MW
5994,马拉维,2001,Both sexes,17.92,MW
5995,马拉维,2001,Male,29.95,MW
5996,马拉维,2001,Female,7.71,MW
5997,马拉维,2000,Both sexes,19.22,MW
5998,马拉维,2000,Male,31.77,MW
5999,马拉维,2000,Female,8.43,MW
6000,马来西亚,2019,Both sexes,5.77,MY
6001,马来西亚,2019,Male,9.02,MY
6002,马来西亚,2019,Female,2.39,MY
6003,马来西亚,2018,Both sexes,5.58,MY
6004,马来西亚,2018,Male,8.66,MY
6005,马来西亚,2018,Female,2.37,MY
6006,马来西亚,2017,Both sexes,5.57,MY
6007,马来西亚,2017,Male,8.6,MY
6008,马来西亚,2017,Female,2.4,MY
6009,马来西亚,2016,Both sexes,5.37,MY
6010,马来西亚,2016,Male,8.2,MY
6011,马来西亚,2016,Female,2.41,MY
6012,马来西亚,2015,Both sexes,5.22,MY
6013,马来西亚,2015,Male,7.9,MY
6014,马来西亚,2015,Female,2.41,MY
6015,马来西亚,2014,Both sexes,5.1,MY
6016,马来西亚,2014,Male,7.68,MY
6017,马来西亚,2014,Female,2.41,MY
6018,马来西亚,2013,Both sexes,4.9,MY
6019,马来西亚,2013,Male,7.33,MY
6020,马来西亚,2013,Female,2.36,MY
6021,马来西亚,2012,Both sexes,5.17,MY
6022,马来西亚,2012,Male,7.76,MY
6023,马来西亚,2012,Female,2.46,MY
6024,马来西亚,2011,Both sexes,5.24,MY
6025,马来西亚,2011,Male,7.89,MY
6026,马来西亚,2011,Female,2.47,MY
6027,马来西亚,2010,Both sexes,5.3,MY
6028,马来西亚,2010,Male,7.94,MY
6029,马来西亚,2010,Female,2.53,MY
6030,马来西亚,2009,Both sexes,5.47,MY
6031,马来西亚,2009,Male,8.22,MY
6032,马来西亚,2009,Female,2.62,MY
6033,马来西亚,2008,Both sexes,5.43,MY
6034,马来西亚,2008,Male,8.14,MY
6035,马来西亚,2008,Female,2.61,MY
6036,马来西亚,2007,Both sexes,5.33,MY
6037,马来西亚,2007,Male,7.94,MY
6038,马来西亚,2007,Female,2.62,MY
6039,马来西亚,2006,Both sexes,5.47,MY
6040,马来西亚,2006,Male,8.15,MY
6041,马来西亚,2006,Female,2.71,MY
6042,马来西亚,2005,Both sexes,5.65,MY
6043,马来西亚,2005,Male,8.45,MY
6044,马来西亚,2005,Female,2.77,MY
6045,马来西亚,2004,Both sexes,5.81,MY
6046,马来西亚,2004,Male,8.72,MY
6047,马来西亚,2004,Female,2.83,MY
6048,马来西亚,2003,Both sexes,5.91,MY
6049,马来西亚,2003,Male,8.86,MY
6050,马来西亚,2003,Female,2.9,MY
6051,马来西亚,2002,Both sexes,5.77,MY
6052,马来西亚,2002,Male,8.6,MY
6053,马来西亚,2002,Female,2.88,MY
6054,马来西亚,2001,Both sexes,5.83,MY
6055,马来西亚,2001,Male,8.71,MY
6056,马来西亚,2001,Female,2.9,MY
6057,马来西亚,2000,Both sexes,6.1,MY
6058,马来西亚,2000,Male,9.08,MY
6059,马来西亚,2000,Female,3.08,MY
6060,马尔代夫,2019,Both sexes,2.76,MV
6061,马尔代夫,2019,Male,4.07,MV
6062,马尔代夫,2019,Female,0.85,MV
6063,马尔代夫,2018,Both sexes,2.92,MV
6064,马尔代夫,2018,Male,4.31,MV
6065,马尔代夫,2018,Female,0.85,MV
6066,马尔代夫,2017,Both sexes,3.11,MV
6067,马尔代夫,2017,Male,4.61,MV
6068,马尔代夫,2017,Female,0.85,MV
6069,马尔代夫,2016,Both sexes,3.15,MV
6070,马尔代夫,2016,Male,4.72,MV
6071,马尔代夫,2016,Female,0.84,MV
6072,马尔代夫,2015,Both sexes,2.95,MV
6073,马尔代夫,2015,Male,4.44,MV
6074,马尔代夫,2015,Female,0.85,MV
6075,马尔代夫,2014,Both sexes,2.88,MV
6076,马尔代夫,2014,Male,4.37,MV
6077,马尔代夫,2014,Female,0.87,MV
6078,马尔代夫,2013,Both sexes,2.8,MV
6079,马尔代夫,2013,Male,4.27,MV
6080,马尔代夫,2013,Female,0.89,MV
6081,马尔代夫,2012,Both sexes,2.88,MV
6082,马尔代夫,2012,Male,4.41,MV
6083,马尔代夫,2012,Female,0.93,MV
6084,马尔代夫,2011,Both sexes,2.88,MV
6085,马尔代夫,2011,Male,4.44,MV
6086,马尔代夫,2011,Female,0.96,MV
6087,马尔代夫,2010,Both sexes,3.05,MV
6088,马尔代夫,2010,Male,4.71,MV
6089,马尔代夫,2010,Female,1.01,MV
6090,马尔代夫,2009,Both sexes,3.29,MV
6091,马尔代夫,2009,Male,5.15,MV
6092,马尔代夫,2009,Female,1.05,MV
6093,马尔代夫,2008,Both sexes,3.49,MV
6094,马尔代夫,2008,Male,5.51,MV
6095,马尔代夫,2008,Female,1.09,MV
6096,马尔代夫,2007,Both sexes,3.57,MV
6097,马尔代夫,2007,Male,5.63,MV
6098,马尔代夫,2007,Female,1.14,MV
6099,马尔代夫,2006,Both sexes,3.77,MV
6100,马尔代夫,2006,Male,5.94,MV
6101,马尔代夫,2006,Female,1.21,MV
6102,马尔代夫,2005,Both sexes,3.83,MV
6103,马尔代夫,2005,Male,5.97,MV
6104,马尔代夫,2005,Female,1.31,MV
6105,马尔代夫,2004,Both sexes,3.83,MV
6106,马尔代夫,2004,Male,5.88,MV
6107,马尔代夫,2004,Female,1.43,MV
6108,马尔代夫,2003,Both sexes,4.55,MV
6109,马尔代夫,2003,Male,7.05,MV
6110,马尔代夫,2003,Female,1.7,MV
6111,马尔代夫,2002,Both sexes,4.69,MV
6112,马尔代夫,2002,Male,7.23,MV
6113,马尔代夫,2002,Female,1.85,MV
6114,马尔代夫,2001,Both sexes,5.08,MV
6115,马尔代夫,2001,Male,7.79,MV
6116,马尔代夫,2001,Female,2.08,MV
6117,马尔代夫,2000,Both sexes,5.3,MV
6118,马尔代夫,2000,Male,8.07,MV
6119,马尔代夫,2000,Female,2.27,MV
6120,马里,2019,Both sexes,7.96,ML
6121,马里,2019,Male,10.46,ML
6122,马里,2019,Female,5.7,ML
6123,马里,2018,Both sexes,7.98,ML
6124,马里,2018,Male,10.47,ML
6125,马里,2018,Female,5.75,ML
6126,马里,2017,Both sexes,8.04,ML
6127,马里,2017,Male,10.5,ML
6128,马里,2017,Female,5.84,ML
6129,马里,2016,Both sexes,8.29,ML
6130,马里,2016,Male,10.73,ML
6131,马里,2016,Female,6.12,ML
6132,马里,2015,Both sexes,8.46,ML
6133,马里,2015,Male,10.89,ML
6134,马里,2015,Female,6.29,ML
6135,马里,2014,Both sexes,8.65,ML
6136,马里,2014,Male,11.15,ML
6137,马里,2014,Female,6.41,ML
6138,马里,2013,Both sexes,8.75,ML
6139,马里,2013,Male,11.29,ML
6140,马里,2013,Female,6.47,ML
6141,马里,2012,Both sexes,8.73,ML
6142,马里,2012,Male,11.32,ML
6143,马里,2012,Female,6.41,ML
6144,马里,2011,Both sexes,8.68,ML
6145,马里,2011,Male,11.27,ML
6146,马里,2011,Female,6.35,ML
6147,马里,2010,Both sexes,8.69,ML
6148,马里,2010,Male,11.22,ML
6149,马里,2010,Female,6.43,ML
6150,马里,2009,Both sexes,8.87,ML
6151,马里,2009,Male,11.45,ML
6152,马里,2009,Female,6.56,ML
6153,马里,2008,Both sexes,8.86,ML
6154,马里,2008,Male,11.36,ML
6155,马里,2008,Female,6.62,ML
6156,马里,2007,Both sexes,8.74,ML
6157,马里,2007,Male,11.15,ML
6158,马里,2007,Female,6.6,ML
6159,马里,2006,Both sexes,8.65,ML
6160,马里,2006,Male,10.95,ML
6161,马里,2006,Female,6.59,ML
6162,马里,2005,Both sexes,8.75,ML
6163,马里,2005,Male,10.99,ML
6164,马里,2005,Female,6.76,ML
6165,马里,2004,Both sexes,8.57,ML
6166,马里,2004,Male,10.7,ML
6167,马里,2004,Female,6.69,ML
6168,马里,2003,Both sexes,8.55,ML
6169,马里,2003,Male,10.56,ML
6170,马里,2003,Female,6.77,ML
6171,马里,2002,Both sexes,8.65,ML
6172,马里,2002,Male,10.58,ML
6173,马里,2002,Female,6.95,ML
6174,马里,2001,Both sexes,8.68,ML
6175,马里,2001,Male,10.53,ML
6176,马里,2001,Female,7.06,ML
6177,马里,2000,Both sexes,8.78,ML
6178,马里,2000,Male,10.61,ML
6179,马里,2000,Female,7.17,ML
6180,马耳他,2019,Both sexes,5.32,MT
6181,马耳他,2019,Male,8.35,MT
6182,马耳他,2019,Female,2.25,MT
6183,马耳他,2018,Both sexes,5.28,MT
6184,马耳他,2018,Male,8.28,MT
6185,马耳他,2018,Female,2.24,MT
6186,马耳他,2017,Both sexes,4.83,MT
6187,马耳他,2017,Male,7.68,MT
6188,马耳他,2017,Female,1.96,MT
6189,马耳他,2016,Both sexes,5.12,MT
6190,马耳他,2016,Male,8.03,MT
6191,马耳他,2016,Female,2.16,MT
6192,马耳他,2015,Both sexes,6.55,MT
6193,马耳他,2015,Male,10.28,MT
6194,马耳他,2015,Female,2.78,MT
6195,马耳他,2014,Both sexes,6.33,MT
6196,马耳他,2014,Male,10.19,MT
6197,马耳他,2014,Female,2.47,MT
6198,马耳他,2013,Both sexes,5.9,MT
6199,马耳他,2013,Male,9.18,MT
6200,马耳他,2013,Female,2.75,MT
6201,马耳他,2012,Both sexes,5.1,MT
6202,马耳他,2012,Male,8.68,MT
6203,马耳他,2012,Female,1.46,MT
6204,马耳他,2011,Both sexes,5.73,MT
6205,马耳他,2011,Male,10.02,MT
6206,马耳他,2011,Female,1.39,MT
6207,马耳他,2010,Both sexes,6.63,MT
6208,马耳他,2010,Male,12.04,MT
6209,马耳他,2010,Female,1.12,MT
6210,马耳他,2009,Both sexes,6.12,MT
6211,马耳他,2009,Male,10.99,MT
6212,马耳他,2009,Female,1.25,MT
6213,马耳他,2008,Both sexes,5.55,MT
6214,马耳他,2008,Male,9.93,MT
6215,马耳他,2008,Female,1.13,MT
6216,马耳他,2007,Both sexes,4.58,MT
6217,马耳他,2007,Male,7.96,MT
6218,马耳他,2007,Female,1.23,MT
6219,马耳他,2006,Both sexes,5.83,MT
6220,马耳他,2006,Male,10.55,MT
6221,马耳他,2006,Female,1.18,MT
6222,马耳他,2005,Both sexes,4.37,MT
6223,马耳他,2005,Male,6.83,MT
6224,马耳他,2005,Female,2.08,MT
6225,马耳他,2004,Both sexes,4.85,MT
6226,马耳他,2004,Male,7.33,MT
6227,马耳他,2004,Female,2.52,MT
6228,马耳他,2003,Both sexes,4.48,MT
6229,马耳他,2003,Male,6.08,MT
6230,马耳他,2003,Female,2.91,MT
6231,马耳他,2002,Both sexes,4.89,MT
6232,马耳他,2002,Male,7.16,MT
6233,马耳他,2002,Female,2.68,MT
